,ts,ask_price_0,ask_quantity_0,bid_price_0,bid_quantity_0,ask_price_1,ask_quantity_1,bid_price_1,bid_quantity_1,ask_price_2,ask_quantity_2,bid_price_2,bid_quantity_2,ask_price_3,ask_quantity_3,bid_price_3,bid_quantity_3,ask_price_4,ask_quantity_4,bid_price_4,bid_quantity_4,ask_price_5,ask_quantity_5,bid_price_5,bid_quantity_5,ask_price_6,ask_quantity_6,bid_price_6,bid_quantity_6,ask_price_7,ask_quantity_7,bid_price_7,bid_quantity_7,ask_price_8,ask_quantity_8,bid_price_8,bid_quantity_8,ask_price_9,ask_quantity_9,bid_price_9,bid_quantity_9,ask_price_10,ask_quantity_10,bid_price_10,bid_quantity_10,ask_price_11,ask_quantity_11,bid_price_11,bid_quantity_11,ask_price_12,ask_quantity_12,bid_price_12,bid_quantity_12,ask_price_13,ask_quantity_13,bid_price_13,bid_quantity_13,ask_price_14,ask_quantity_14,bid_price_14,bid_quantity_14,ask_price_15,ask_quantity_15,bid_price_15,bid_quantity_15,ask_price_16,ask_quantity_16,bid_price_16,bid_quantity_16,ask_price_17,ask_quantity_17,bid_price_17,bid_quantity_17,ask_price_18,ask_quantity_18,bid_price_18,bid_quantity_18,ask_price_19,ask_quantity_19,bid_price_19,bid_quantity_19,ask_price_20,ask_quantity_20,bid_price_20,bid_quantity_20,ask_price_21,ask_quantity_21,bid_price_21,bid_quantity_21,ask_price_22,ask_quantity_22,bid_price_22,bid_quantity_22,ask_price_23,ask_quantity_23,bid_price_23,bid_quantity_23,ask_price_24,ask_quantity_24,bid_price_24,bid_quantity_24
0,1619199475928480,1656.195806451613,132.8076,1656.1954838709676,2.8009800000000005,1656.1983870967742,4.58838,1655.994193548387,4.05756,1656.2329032258065,3.94524,1655.993870967742,10.3194,1656.2725806451613,75.1194,1655.9935483870968,1.35,1656.3054838709677,5.91138,1655.9467741935484,64.8,1656.3225806451612,0.22302,1655.8738709677418,0.5535,1656.3738709677418,1.08,1655.8716129032257,0.02268,1656.3893548387098,18.4788,1655.8709677419354,104.22,1656.389677419355,10.25352,1655.8706451612902,241.92,1656.3987096774194,35.8074,1655.7925806451613,31.6629,1656.4970967741936,11.34,1655.732258064516,1.1448,1656.5070967741935,0.432,1655.7135483870968,2.05578,1656.5074193548387,0.8164799999999999,1655.71,0.432,1656.601935483871,12.49668,1655.7096774193549,0.71496,1656.602258064516,0.34776,1655.7058064516127,0.02538,1656.671935483871,31.13046,1655.7003225806452,1.08,1656.672258064516,12.49668,1655.6974193548388,0.2322,1656.6748387096773,20.11608,1655.6906451612904,0.1020599999999999,1656.6751612903226,22.56498,1655.6516129032257,1.35,1656.677741935484,2.10006,1655.6429032258063,0.7425,1656.6812903225807,31.66344,1655.638064516129,0.09558,1656.7406451612903,9.51912,1655.5806451612902,0.01458,1656.7409677419355,12.49668,1655.5596774193548,1.1961,1656.7470967741936,14.6961,1655.548387096774,11.470679999999998,1656.798387096774,39.42378,1655.5406451612905,0.0756
1,1619199475947097,1656.1954838709676,94.63068,1656.1951612903226,13.5,1656.195806451613,37.8,1656.0051612903228,64.8,1656.1983870967742,4.58838,1655.9948387096772,1.01466,1656.2129032258065,3.94524,1655.9945161290325,2.02878,1656.2725806451613,64.8,1655.994193548387,12.4983,1656.3054838709677,5.91138,1655.993870967742,10.3194,1656.3225806451612,0.22302,1655.9467741935484,64.8,1656.3738709677418,1.08,1655.9132258064517,1.15722,1656.3893548387098,18.4788,1655.882258064516,0.5535,1656.389677419355,10.25352,1655.8716129032257,0.02268,1656.3987096774194,35.8074,1655.8709677419354,104.22,1656.4970967741936,11.34,1655.8706451612902,177.11999999999998,1656.5074193548387,0.8164799999999999,1655.7925806451613,31.6629,1656.601935483871,12.49668,1655.7135483870968,2.05578,1656.602258064516,0.34776,1655.71,0.432,1656.671935483871,31.13046,1655.7096774193549,0.71496,1656.672258064516,12.49668,1655.7058064516127,0.02538,1656.6748387096773,20.11608,1655.7003225806452,1.08,1656.6751612903226,22.56498,1655.6974193548388,0.2322,1656.677741935484,2.10006,1655.6906451612904,0.1020599999999999,1656.6812903225807,31.66344,1655.6516129032257,1.35,1656.7406451612903,9.51912,1655.6429032258063,0.7425,1656.7409677419355,12.49668,1655.638064516129,0.09558,1656.7470967741936,14.6961,1655.6251612903225,1.1620799999999998,1656.798387096774,39.42378,1655.5806451612902,0.01458
2,1619199476047689,1656.1954838709676,94.14468,1656.1951612903226,13.5,1656.1983870967742,4.58838,1656.0051612903228,64.8,1656.2129032258065,3.94524,1655.9948387096772,1.01466,1656.2725806451613,64.8,1655.9945161290325,2.02878,1656.3054838709677,5.91138,1655.994193548387,12.4983,1656.3225806451612,0.22302,1655.993870967742,10.3194,1656.3738709677418,11.3994,1655.9467741935484,64.8,1656.3893548387098,18.4788,1655.9132258064517,1.15722,1656.389677419355,10.25352,1655.882258064516,0.5535,1656.3987096774194,35.8074,1655.8716129032257,0.02268,1656.4970967741936,11.34,1655.8709677419354,104.22,1656.5074193548387,0.8164799999999999,1655.8706451612902,177.11999999999998,1656.601935483871,12.49668,1655.7929032258064,2.58606,1656.602258064516,0.34776,1655.7925806451613,31.6629,1656.671935483871,31.13046,1655.7135483870968,2.05578,1656.672258064516,12.49668,1655.71,0.432,1656.6748387096773,20.11608,1655.7096774193549,0.71496,1656.6751612903226,22.56498,1655.7058064516127,0.02538,1656.677741935484,2.10006,1655.7003225806452,1.08,1656.6812903225807,31.66344,1655.6974193548388,0.2322,1656.7406451612903,9.51912,1655.6906451612904,0.1020599999999999,1656.7409677419355,12.49668,1655.6516129032257,1.35,1656.7470967741936,14.6961,1655.6429032258063,0.7425,1656.798387096774,39.42378,1655.638064516129,0.09558,1656.7987096774193,67.392,1655.6251612903225,1.1620799999999998
3,1619199476147178,1656.1954838709676,94.14468,1656.1951612903226,22.28742,1656.1983870967742,4.58838,1656.0051612903228,64.8,1656.2129032258065,3.94524,1655.9948387096772,1.01466,1656.2725806451613,64.8,1655.9945161290325,2.02878,1656.3225806451612,0.22302,1655.994193548387,12.4983,1656.3738709677418,11.3994,1655.993870967742,10.3194,1656.3893548387098,18.4788,1655.9467741935484,64.8,1656.389677419355,10.25352,1655.9132258064517,1.15722,1656.3987096774194,35.8074,1655.882258064516,0.5535,1656.4887096774194,0.68742,1655.8716129032257,0.02268,1656.4970967741936,11.34,1655.8709677419354,104.22,1656.5074193548387,0.8164799999999999,1655.8706451612902,177.11999999999998,1656.601935483871,12.49668,1655.8696774193547,15.876,1656.602258064516,0.34776,1655.842258064516,14.634,1656.671935483871,31.13046,1655.7929032258064,2.58606,1656.672258064516,12.49668,1655.7925806451613,31.6629,1656.6748387096773,20.11608,1655.7138709677415,5.4,1656.6751612903226,22.56498,1655.7135483870968,2.05578,1656.677741935484,2.10006,1655.71,0.432,1656.6812903225807,31.66344,1655.7096774193549,0.71496,1656.7406451612903,9.51912,1655.7058064516127,0.02538,1656.7409677419355,12.49668,1655.7003225806452,1.08,1656.7470967741936,14.6961,1655.6974193548388,0.2322,1656.798387096774,39.42378,1655.6906451612904,0.1020599999999999,1656.7987096774193,67.392,1655.6516129032257,1.35
4,1619199476246757,1656.1954838709676,94.14468,1656.1951612903226,22.28742,1656.1983870967742,4.58838,1656.0051612903228,64.8,1656.2129032258065,3.94524,1655.9948387096772,1.01466,1656.2725806451613,64.8,1655.9945161290325,2.02878,1656.3225806451612,0.22302,1655.994193548387,12.4983,1656.3738709677418,11.3994,1655.993870967742,10.3194,1656.3893548387098,28.41966,1655.9467741935484,64.8,1656.389677419355,10.25352,1655.9132258064517,1.15722,1656.3987096774194,35.8074,1655.882258064516,0.5535,1656.4045161290323,5.91138,1655.8716129032257,0.02268,1656.419677419355,29.2275,1655.8709677419354,104.22,1656.4887096774194,0.68742,1655.8706451612902,177.11999999999998,1656.4970967741936,11.34,1655.8696774193547,15.876,1656.5074193548387,0.8164799999999999,1655.842258064516,14.634,1656.601935483871,12.49668,1655.7929032258064,2.58606,1656.602258064516,0.34776,1655.7925806451613,31.6629,1656.671935483871,31.13046,1655.7138709677415,5.4,1656.672258064516,12.49668,1655.7135483870968,2.05578,1656.6748387096773,20.11608,1655.71,1.782,1656.6751612903226,22.56498,1655.7096774193549,0.71496,1656.677741935484,2.10006,1655.7058064516127,0.02538,1656.6812903225807,31.66344,1655.7003225806452,1.08,1656.7232258064516,2.16,1655.6974193548388,0.2322,1656.7406451612903,9.51912,1655.6906451612904,0.1020599999999999,1656.7409677419355,12.49668,1655.6516129032257,1.35
5,1619199476346554,1656.1954838709676,94.14468,1656.1951612903226,22.28742,1656.1983870967742,4.58838,1656.0051612903228,64.8,1656.2129032258065,3.94524,1655.9948387096772,1.01466,1656.2725806451613,64.8,1655.9945161290325,2.02878,1656.3225806451612,0.22302,1655.994193548387,12.4983,1656.352258064516,0.1377,1655.993870967742,10.3194,1656.3738709677418,11.3994,1655.9467741935484,64.8,1656.3893548387098,28.41966,1655.9132258064517,1.15722,1656.389677419355,10.25352,1655.882258064516,0.5535,1656.3987096774194,35.8074,1655.8716129032257,0.02268,1656.4045161290323,5.91138,1655.8709677419354,104.22,1656.419677419355,29.2275,1655.8706451612902,177.11999999999998,1656.4887096774194,0.68742,1655.8696774193547,15.876,1656.4970967741936,11.34,1655.8512903225806,5.357340000000001,1656.5070967741935,1.62,1655.842258064516,14.634,1656.5074193548387,0.8164799999999999,1655.7929032258064,2.58606,1656.601935483871,12.49668,1655.7925806451613,31.6629,1656.602258064516,0.34776,1655.7138709677415,5.4,1656.671935483871,31.13046,1655.7135483870968,2.05578,1656.672258064516,12.49668,1655.71,1.782,1656.6748387096773,20.11608,1655.7096774193549,0.71496,1656.6751612903226,22.56498,1655.7058064516127,0.02538,1656.677741935484,2.10006,1655.7003225806452,1.08,1656.6812903225807,31.66344,1655.6974193548388,0.2322,1656.7232258064516,2.16,1655.6906451612904,0.1020599999999999
6,1619199476447127,1656.1954838709676,94.14468,1656.1951612903226,22.28742,1656.1983870967742,4.58838,1656.0051612903228,64.8,1656.2129032258065,3.94524,1655.9948387096772,1.01466,1656.2725806451613,64.8,1655.9945161290325,2.02878,1656.3225806451612,0.22302,1655.994193548387,12.4983,1656.352258064516,0.1377,1655.993870967742,12.013379999999998,1656.3738709677418,1.08,1655.9467741935484,64.8,1656.3893548387098,28.41966,1655.9132258064517,1.15722,1656.389677419355,10.25352,1655.882258064516,0.5535,1656.3987096774194,35.8074,1655.8716129032257,0.02268,1656.4045161290323,5.91138,1655.8709677419354,104.22,1656.419677419355,29.2275,1655.8706451612902,177.11999999999998,1656.4887096774194,0.68742,1655.8696774193547,15.876,1656.4970967741936,11.34,1655.8512903225806,5.357340000000001,1656.5070967741935,1.62,1655.842258064516,14.634,1656.5074193548387,0.8164799999999999,1655.7929032258064,2.58606,1656.601935483871,12.49668,1655.7925806451613,31.6629,1656.671935483871,31.13046,1655.7138709677415,5.4,1656.672258064516,12.49668,1655.71,1.782,1656.6748387096773,20.11608,1655.7096774193549,0.71496,1656.6751612903226,22.56498,1655.7058064516127,0.02538,1656.677741935484,2.10006,1655.7003225806452,1.08,1656.6812903225807,31.66344,1655.6974193548388,0.2322,1656.7232258064516,2.16,1655.6906451612904,0.1020599999999999,1656.7406451612903,9.51912,1655.6516129032257,1.35
7,1619199476547222,1656.1954838709676,43.2621,1656.1951612903226,21.9699,1656.1983870967742,4.58838,1656.0719354838711,12.4983,1656.2129032258065,3.94524,1656.0051612903228,64.8,1656.272258064516,22.680540000000004,1655.9948387096772,1.01466,1656.2725806451613,64.8,1655.9945161290325,2.02878,1656.3225806451612,0.22302,1655.994193548387,12.4983,1656.352258064516,0.1377,1655.993870967742,12.013379999999998,1656.3738709677418,1.08,1655.971290322581,2.7,1656.3893548387098,28.41966,1655.9467741935484,64.8,1656.389677419355,10.25352,1655.943870967742,1.62,1656.3987096774194,35.8074,1655.9132258064517,1.15722,1656.4045161290323,5.91138,1655.882258064516,0.5535,1656.419677419355,29.2275,1655.8716129032257,0.02268,1656.4887096774194,0.68742,1655.8709677419354,104.22,1656.4970967741936,11.34,1655.8706451612902,177.11999999999998,1656.5070967741935,1.62,1655.8512903225806,5.357340000000001,1656.5074193548387,0.8164799999999999,1655.7929032258064,2.58606,1656.671935483871,31.13046,1655.7925806451613,31.6629,1656.672258064516,12.49668,1655.7138709677415,5.4,1656.6748387096773,20.11608,1655.71,1.782,1656.6751612903226,22.56498,1655.7096774193549,0.71496,1656.677741935484,2.10006,1655.7058064516127,0.02538,1656.6812903225807,31.66344,1655.7003225806452,1.08,1656.7232258064516,2.16,1655.6974193548388,0.2322,1656.7406451612903,9.51912,1655.6906451612904,0.1020599999999999
8,1619199476648345,1656.1954838709676,78.3621,1656.0051612903228,62.89164,1656.1983870967742,4.58838,1655.9948387096772,1.01466,1656.2129032258065,3.94524,1655.9945161290325,2.02878,1656.272258064516,22.680540000000004,1655.994193548387,12.4983,1656.2725806451613,64.8,1655.993870967742,1.69398,1656.3225806451612,0.22302,1655.971290322581,2.7,1656.352258064516,0.1377,1655.9467741935484,64.8,1656.3738709677418,1.08,1655.943870967742,1.62,1656.3893548387098,38.73906,1655.9132258064517,1.15722,1656.389677419355,10.25352,1655.882258064516,0.5535,1656.3987096774194,35.8074,1655.8716129032257,0.02268,1656.4045161290323,5.91138,1655.8709677419354,104.22,1656.4887096774194,0.68742,1655.8706451612902,177.11999999999998,1656.4970967741936,11.34,1655.8512903225806,5.357340000000001,1656.5070967741935,1.62,1655.7929032258064,2.58606,1656.5074193548387,0.8164799999999999,1655.7925806451613,31.6629,1656.671935483871,31.13046,1655.7138709677415,5.4,1656.672258064516,12.49668,1655.71,1.782,1656.6748387096773,20.11608,1655.7096774193549,0.71496,1656.6751612903226,22.56498,1655.7058064516127,0.02538,1656.677741935484,2.10006,1655.7003225806452,1.08,1656.6812903225807,31.66344,1655.6974193548388,0.2322,1656.7232258064516,2.16,1655.6906451612904,0.1020599999999999,1656.7406451612903,9.51912,1655.6516129032257,1.35,1656.7409677419355,12.49668,1655.6429032258063,0.7425
9,1619199476747980,1656.1951612903226,27.0,1656.1948387096777,8.34786,1656.1954838709676,43.2621,1656.072258064516,54.54,1656.1983870967742,4.58838,1656.0719354838711,1.35,1656.2116129032258,3.88314,1656.0051612903228,59.39892,1656.272258064516,22.68216,1655.9951612903226,1.1448,1656.2725806451613,64.8,1655.994193548387,12.4983,1656.3225806451612,0.22302,1655.993870967742,1.69398,1656.352258064516,0.1377,1655.971290322581,2.7,1656.3738709677418,1.08,1655.9470967741936,16.29072,1656.3893548387098,18.4788,1655.9467741935484,64.8,1656.389677419355,10.25352,1655.943870967742,1.62,1656.3958064516128,5.91138,1655.9270967741934,0.61506,1656.3987096774194,35.8074,1655.9132258064517,1.15722,1656.4887096774194,0.68742,1655.8716129032257,0.02268,1656.4970967741936,11.34,1655.8712903225808,13.24836,1656.5070967741935,1.62,1655.8709677419354,104.22,1656.5074193548387,0.8164799999999999,1655.8706451612902,177.11999999999998,1656.671935483871,31.13046,1655.8429032258064,5.357340000000001,1656.672258064516,12.49668,1655.7929032258064,2.58606,1656.6748387096773,20.11608,1655.7925806451613,31.6629,1656.6751612903226,22.56498,1655.7138709677415,5.4,1656.677741935484,2.10006,1655.71,1.35,1656.6812903225807,31.66344,1655.7096774193549,0.71496,1656.7232258064516,2.16,1655.7058064516127,0.02538,1656.7406451612903,9.51912,1655.7003225806452,1.08
